customer_id,signup_date,age,gender,location,subscription_type,monthly_price,preferred_category,signup_source,avg_logins_per_month,boxes_opened_per_month,engagement_score,tenure_months,churned,churn_date,last_payment_date,lifetime_value
CUST100783,2023-11-29,24,Male,Delhi,Premium,1199,Home,Affiliate,4.48,0.51,18.1,23,0,,2025-11-15,27529.65
CUST100784,2023-06-02,33,Female,Mumbai,Standard,799,Fitness,Organic,2.94,0.16,9.9,29,1,2024-03-30,2024-03-30,7388.11
CUST100785,2025-08-06,62,Female,Delhi,Standard,799,Books,Organic,2.49,0.79,24.3,3,0,,2025-11-15,2318.62
CUST100786,2024-08-15,64,Female,Hyderabad,Standard,799,Fitness,Instagram,3.95,0.86,24.6,15,0,,2025-11-15,11831.55
CUST100787,2024-01-28,65,Female,Hyderabad,Basic,499,Home,Referral,4.09,0.35,7.6,21,0,,2025-11-15,10250.89
CUST100788,2024-04-04,44,Female,Chennai,Standard,799,Fitness,Affiliate,0.01,2.16,69.0,19,0,,2025-11-15,15168.3
CUST100789,2025-09-18,40,Female,Mumbai,Standard,799,Gadgets,Instagram,3.16,0.61,24.8,1,0,,2025-11-15,772.8
CUST100790,2023-05-02,41,Male,Bengaluru,Standard,799,Gadgets,Organic,7.38,0.21,9.6,30,0,,2025-11-15,23691.09
CUST100791,2024-08-18,26,Female,Kolkata,Basic,499,Gadgets,Affiliate,0.6,0.84,29.5,15,0,,2025-11-15,7474.22
CUST100792,2024-05-22,52,Female,Other,Basic,499,Snacks,Facebook Ads,2.85,1.44,30.2,18,0,,2025-11-15,9156.86
CUST100793,2024-09-15,68,Male,Mumbai,Basic,499,Home,Organic,6.5,0.91,37.8,14,0,,2025-11-15,7246.88
CUST100794,2022-12-05,37,Female,Delhi,Basic,499,Gadgets,Facebook Ads,4.99,1.19,37.9,35,0,,2025-11-15,17327.96
CUST100795,2025-06-27,54,Male,Bengaluru,Premium,1199,Beauty,Email,2.08,0.38,13.3,4,0,,2025-11-15,5067.65
CUST100796,2025-09-01,59,Female,Mumbai,Basic,499,Gadgets,Facebook Ads,3.37,1.79,54.2,2,0,,2025-11-15,992.49
CUST100797,2024-07-26,34,Male,Bengaluru,Basic,499,Books,Organic,3.0,1.24,45.9,15,0,,2025-11-15,7671.12
CUST100798,2024-12-17,64,Female,Mumbai,Basic,499,Snacks,Instagram,1.65,1.53,41.5,11,0,,2025-11-15,5807.06
CUST100799,2025-08-22,48,Male,Chennai,Standard,799,Beauty,Organic,2.87,1.12,42.7,2,0,,2025-11-15,1604.68
CUST100800,2024-12-29,25,Female,Hyderabad,Standard,799,Home,Organic,2.5,1.39,45.3,10,0,,2025-11-15,7660.77
CUST100801,2023-05-02,32,Male,Mumbai,Basic,499,Home,Email,3.2,0.38,16.3,30,0,,2025-11-15,15010.82
CUST100802,2024-08-08,48,Male,Mumbai,Basic,499,Books,Referral,1.65,0.61,17.5,15,1,2025-01-22,2025-01-22,2477.24
CUST100803,2024-09-10,47,Female,Kolkata,Basic,499,Gadgets,Organic,0.7,1.71,45.1,14,0,,2025-11-15,6805.46
CUST100804,2024-02-23,63,Female,Mumbai,Standard,799,Beauty,Email,2.93,1.84,61.5,21,0,,2025-11-15,16313.82
CUST100805,2025-01-30,37,Male,Hyderabad,Basic,499,Books,Instagram,6.09,0.21,11.6,9,1,2025-08-11,2025-08-11,3033.67
CUST100806,2025-09-04,56,Male,Bengaluru,Premium,1199,Beauty,Email,3.15,1.05,40.2,2,0,,2025-11-15,2375.87
CUST100807,2025-08-25,29,Female,Hyderabad,Standard,799,Gadgets,Email,2.4,0.64,19.7,2,0,,2025-11-15,1633.71
CUST100808,2024-03-23,66,Female,Bengaluru,Basic,499,Gadgets,Facebook Ads,4.36,0.48,15.0,20,1,2024-08-27,2024-08-27,2535.05
CUST100809,2023-03-19,34,Female,Mumbai,Standard,799,Fitness,Referral,2.72,1.07,40.7,32,0,,2025-11-15,26072.25
CUST100810,2025-10-29,59,Male,Bengaluru,Basic,499,Fitness,Referral,6.36,1.58,60.9,0,0,,2025-11-15,495.89
CUST100811,2025-05-22,47,Female,Bengaluru,Standard,799,Gadgets,Affiliate,2.99,1.17,37.0,5,0,,2025-11-15,3887.94
CUST100812,2023-04-01,46,Male,Delhi,Basic,499,Snacks,Instagram,4.26,0.71,20.0,31,1,2025-01-16,2025-01-16,11480.62
CUST100813,2025-08-20,36,Male,Chennai,Standard,799,Books,Affiliate,1.64,1.21,41.3,2,0,,2025-11-15,1655.5
CUST100814,2025-06-25,63,Female,Bengaluru,Standard,799,Fitness,Email,3.91,0.68,21.6,4,1,2025-09-27,2025-09-27,2322.53
CUST100815,2024-06-06,28,Female,Mumbai,Premium,1199,Gadgets,Instagram,3.5,1.15,39.5,17,0,,2025-11-15,21013.69
CUST100816,2024-08-24,51,Female,Hyderabad,Basic,499,Beauty,Instagram,2.9,1.74,52.6,14,1,2025-07-16,2025-07-16,4823.32
CUST100817,2024-01-26,67,Male,Hyderabad,Basic,499,Books,Referral,2.1,0.0,9.1,21,1,2024-08-20,2024-08-20,3108.64
CUST100818,2023-01-14,24,Male,Other,Standard,799,Fitness,Referral,1.85,1.38,39.0,34,1,2025-09-10,2025-09-10,22368.66
CUST100819,2023-11-18,61,Male,Hyderabad,Premium,1199,Snacks,Referral,3.51,0.0,4.5,24,0,,2025-11-15,28400.06
CUST100820,2025-04-13,51,Other,Delhi,Premium,1199,Books,Organic,4.13,1.64,49.1,7,0,,2025-11-15,8097.38
CUST100821,2022-11-21,37,Male,Hyderabad,Basic,499,Books,Email,2.77,0.52,15.8,36,1,2023-03-05,2023-03-05,1533.94
CUST100822,2023-11-16,67,Male,Other,Basic,499,Home,Instagram,3.52,0.17,5.1,24,0,,2025-11-15,12127.55
CUST100823,2024-01-25,55,Male,Pune,Standard,799,Beauty,Email,2.93,1.32,45.0,22,0,,2025-11-15,16384.58
CUST100824,2024-06-26,41,Female,Bengaluru,Basic,499,Snacks,Instagram,3.18,1.12,40.1,16,0,,2025-11-15,8473.88
CUST100825,2025-08-19,27,Male,Bengaluru,Basic,499,Snacks,Instagram,2.64,0.3,13.4,2,0,,2025-11-15,1035.41
CUST100826,2023-11-30,49,Female,Bengaluru,Basic,499,Snacks,Affiliate,3.03,0.15,5.7,23,1,2025-01-09,2025-01-09,6747.19
CUST100827,2023-11-30,69,Male,Delhi,Standard,799,Beauty,Instagram,7.86,0.79,29.0,23,0,,2025-11-15,17951.97
CUST100828,2025-01-31,32,Female,Kolkata,Premium,1199,Snacks,Instagram,3.56,0.18,12.0,9,0,,2025-11-15,10503.56
CUST100829,2024-03-25,54,Male,Delhi,Premium,1199,Home,Facebook Ads,4.16,0.26,15.0,20,0,,2025-11-15,24674.15
CUST100830,2023-07-19,37,Female,Mumbai,Basic,499,Fitness,Facebook Ads,3.79,0.97,17.9,28,0,,2025-11-15,13108.8
CUST100831,2024-03-25,20,Female,Chennai,Standard,799,Beauty,Affiliate,2.53,0.32,9.8,20,0,,2025-11-15,15942.71
CUST100832,2023-04-19,54,Male,Kolkata,Premium,1199,Snacks,Organic,5.33,1.16,36.8,31,1,2024-08-22,2024-08-22,20436.52
CUST100833,2023-05-28,57,Other,Bengaluru,Basic,499,Gadgets,Referral,2.48,1.79,58.7,30,0,,2025-11-15,14312.15
CUST100834,2024-05-14,25,Male,Chennai,Standard,799,Fitness,Instagram,4.9,0.81,26.9,18,1,2025-09-17,2025-09-17,13383.64
CUST100835,2024-02-17,57,Female,Delhi,Basic,499,Books,Email,2.4,0.98,34.4,21,1,2025-02-26,2025-02-26,6576.27
CUST100836,2025-08-13,61,Female,Pune,Basic,499,Beauty,Facebook Ads,1.27,2.11,58.7,3,0,,2025-11-15,1559.6
CUST100837,2023-12-17,40,Male,Pune,Basic,499,Gadgets,Referral,3.66,0.19,9.1,23,0,,2025-11-15,11471.48
CUST100838,2024-08-12,57,Male,Hyderabad,Basic,499,Books,Organic,1.01,1.61,53.6,15,0,,2025-11-15,7735.52
CUST100839,2024-10-08,28,Male,Chennai,Standard,799,Gadgets,Referral,3.96,1.54,41.3,13,0,,2025-11-15,10472.99
CUST100840,2022-11-30,63,Male,Pune,Basic,499,Snacks,Instagram,0.85,1.41,55.5,36,0,,2025-11-15,18158.65
CUST100841,2024-11-11,25,Male,Delhi,Basic,499,Beauty,Referral,2.43,1.68,57.7,12,0,,2025-11-15,5876.58
CUST100842,2023-05-29,46,Male,Bengaluru,Basic,499,Snacks,Instagram,0.42,1.07,32.3,30,1,2024-06-24,2024-06-24,6824.88
CUST100843,2025-10-03,47,Male,Kolkata,Premium,1199,Books,Affiliate,8.08,0.55,17.2,1,0,,2025-11-15,1251.93
CUST100844,2023-04-27,27,Female,Bengaluru,Standard,799,Home,Facebook Ads,0.02,1.56,45.8,31,0,,2025-11-15,24809.5
CUST100845,2024-02-13,56,Male,Delhi,Standard,799,Gadgets,Facebook Ads,3.02,1.58,49.6,21,1,2024-08-30,2024-08-30,4493.08
CUST100846,2023-02-17,45,Male,Pune,Standard,799,Home,Instagram,5.06,1.56,52.1,33,0,,2025-11-15,27660.01
CUST100847,2025-11-11,66,Female,Chennai,Basic,499,Books,Email,4.87,0.93,38.2,0,1,2025-11-01,2025-11-01,509.36
CUST100848,2024-05-18,53,Male,Delhi,Basic,499,Snacks,Facebook Ads,4.53,0.47,14.4,18,1,2025-05-01,2025-05-01,5527.3
CUST100849,2024-08-28,30,Male,Bengaluru,Standard,799,Fitness,Email,2.43,1.01,34.7,14,0,,2025-11-15,11164.85
CUST100850,2023-01-28,49,Male,Delhi,Basic,499,Gadgets,Instagram,5.43,1.47,40.8,34,1,2024-07-27,2024-07-27,7997.5
CUST100851,2025-02-14,53,Female,Bengaluru,Basic,499,Fitness,Affiliate,4.64,1.51,46.2,9,1,2025-05-01,2025-05-01,1034.53
CUST100852,2023-07-03,54,Female,Mumbai,Standard,799,Beauty,Instagram,3.38,0.64,23.2,28,0,,2025-11-15,22415.58
CUST100853,2025-07-26,43,Male,Kolkata,Basic,499,Gadgets,Affiliate,3.43,1.09,38.2,3,0,,2025-11-15,1476.45
CUST100854,2023-06-28,39,Female,Bengaluru,Basic,499,Home,Facebook Ads,2.45,0.11,1.1,29,0,,2025-11-15,14014.78
CUST100855,2023-06-12,21,Female,Delhi,Standard,799,Fitness,Email,1.36,1.49,43.3,29,0,,2025-11-15,23372.08
CUST100856,2022-12-26,48,Female,Delhi,Basic,499,Books,Instagram,5.23,0.43,23.3,35,0,,2025-11-15,17747.34
CUST100857,2024-04-15,35,Female,Other,Standard,799,Beauty,Facebook Ads,5.36,1.37,50.2,19,0,,2025-11-15,15236.24
CUST100858,2024-07-26,55,Female,Delhi,Standard,799,Gadgets,Affiliate,1.41,0.21,8.2,15,0,,2025-11-15,11782.58
CUST100859,2023-01-26,41,Male,Mumbai,Standard,799,Books,Instagram,2.72,1.52,36.0,34,0,,2025-11-15,27650.78
CUST100860,2025-03-14,40,Male,Mumbai,Standard,799,Beauty,Affiliate,2.74,1.09,47.0,8,0,,2025-11-15,6355.46
CUST100861,2024-03-26,39,Male,Hyderabad,Basic,499,Home,Referral,2.94,0.43,14.6,19,1,2025-04-12,2025-04-12,5631.99
CUST100862,2024-06-12,19,Female,Hyderabad,Basic,499,Books,Affiliate,3.12,1.31,39.8,17,0,,2025-11-15,8373.86
CUST100863,2024-03-12,48,Female,Delhi,Basic,499,Gadgets,Referral,4.7,0.55,16.6,20,0,,2025-11-15,10148.0
CUST100864,2024-01-28,28,Female,Delhi,Basic,499,Beauty,Facebook Ads,1.66,1.35,43.4,21,0,,2025-11-15,11164.61
CUST100865,2024-07-20,45,Other,Mumbai,Premium,1199,Snacks,Instagram,1.48,0.74,24.9,16,0,,2025-11-15,19010.74
CUST100866,2023-05-04,63,Male,Hyderabad,Standard,799,Gadgets,Facebook Ads,5.23,0.0,7.9,30,0,,2025-11-15,22676.44
CUST100867,2023-06-03,49,Female,Delhi,Basic,499,Gadgets,Organic,2.17,0.31,6.0,29,0,,2025-11-15,13543.45
CUST100868,2025-06-16,22,Female,Mumbai,Basic,499,Gadgets,Affiliate,0.73,0.64,18.1,5,1,2025-08-12,2025-08-12,498.59
CUST100869,2025-09-16,55,Other,Mumbai,Basic,499,Gadgets,Facebook Ads,2.13,1.72,63.1,2,0,,2025-11-15,1007.6
CUST100870,2023-12-29,27,Other,Mumbai,Basic,499,Snacks,Facebook Ads,2.41,1.44,45.8,22,0,,2025-11-15,10484.92
CUST100871,2023-09-08,57,Female,Mumbai,Basic,499,Books,Referral,5.8,1.87,58.8,26,0,,2025-11-15,13041.79
CUST100872,2024-10-21,63,Male,Hyderabad,Standard,799,Books,Affiliate,4.66,1.89,54.9,13,0,,2025-11-15,9861.59
CUST100873,2024-02-06,41,Female,Bengaluru,Premium,1199,Books,Referral,5.07,0.58,22.9,21,1,2024-07-10,2024-07-10,6024.2
CUST100874,2022-12-13,52,Male,Bengaluru,Standard,799,Home,Instagram,4.48,0.79,31.4,35,0,,2025-11-15,26324.61
CUST100875,2023-05-05,61,Female,Mumbai,Basic,499,Snacks,Facebook Ads,4.7,0.65,26.8,30,1,2025-08-16,2025-08-16,14294.2
CUST100876,2025-01-07,65,Female,Other,Basic,499,Snacks,Affiliate,1.76,0.5,14.7,10,0,,2025-11-15,5060.91
CUST100877,2024-11-06,40,Male,Pune,Standard,799,Beauty,Facebook Ads,2.64,0.0,3.4,12,1,2025-04-02,2025-04-02,3276.99
CUST100878,2022-12-15,34,Female,Bengaluru,Standard,799,Fitness,Instagram,1.22,0.89,35.8,35,1,2024-12-06,2024-12-06,20057.15
CUST100879,2023-07-17,18,Male,Bengaluru,Standard,799,Books,Email,2.62,0.13,10.8,28,1,2023-10-01,2023-10-01,1599.32
CUST100880,2023-07-27,48,Male,Bengaluru,Premium,1199,Fitness,Instagram,4.23,0.88,25.0,28,1,2025-06-16,2025-06-16,27055.62
CUST100881,2024-11-20,48,Male,Delhi,Standard,799,Beauty,Referral,3.24,2.17,54.3,12,0,,2025-11-15,9257.43
CUST100882,2022-12-07,59,Female,Mumbai,Standard,799,Snacks,Referral,5.36,0.59,22.5,35,1,2023-07-25,2023-07-25,5883.14
CUST100883,2023-03-09,59,Female,Chennai,Basic,499,Beauty,Facebook Ads,0.95,1.02,35.1,32,0,,2025-11-15,16532.7
CUST100884,2025-04-09,51,Female,Hyderabad,Standard,799,Gadgets,Referral,3.9,1.44,40.2,7,1,2025-08-21,2025-08-21,3352.6
CUST100885,2023-05-30,26,Male,Pune,Basic,499,Beauty,Affiliate,0.75,1.07,32.5,30,0,,2025-11-15,15594.89
CUST100886,2024-10-30,39,Female,Mumbai,Basic,499,Beauty,Instagram,3.17,1.08,32.8,12,0,,2025-11-15,5858.84
CUST100887,2023-08-03,30,Female,Kolkata,Standard,799,Gadgets,Facebook Ads,4.33,0.68,23.6,27,1,2024-08-12,2024-08-12,9953.65
CUST100888,2023-03-04,42,Male,Kolkata,Basic,499,Fitness,Instagram,2.61,0.76,21.7,32,0,,2025-11-15,15857.12
CUST100889,2023-08-09,65,Male,Mumbai,Basic,499,Gadgets,Instagram,3.99,0.32,18.6,27,0,,2025-11-15,13010.08
CUST100890,2025-01-14,35,Male,Delhi,Basic,499,Home,Facebook Ads,1.27,1.41,43.7,10,1,2025-08-24,2025-08-24,3687.1
CUST100891,2025-06-09,68,Female,Mumbai,Basic,499,Beauty,Email,0.01,0.0,0.0,5,0,,2025-11-15,2571.02
CUST100892,2025-05-13,29,Female,Bengaluru,Basic,499,Beauty,Referral,4.0,1.48,51.5,6,0,,2025-11-15,3090.53
CUST100893,2024-01-24,57,Female,Bengaluru,Basic,499,Fitness,Organic,6.14,0.06,0.0,22,0,,2025-11-15,10560.73
CUST100894,2024-11-16,34,Male,Hyderabad,Basic,499,Snacks,Organic,1.21,1.48,51.5,12,0,,2025-11-15,6082.35
CUST100895,2023-06-28,32,Female,Delhi,Basic,499,Gadgets,Organic,5.2,0.69,28.7,29,0,,2025-11-15,14403.02
CUST100896,2023-10-02,59,Male,Other,Premium,1199,Snacks,Referral,3.08,0.16,13.6,25,0,,2025-11-15,30953.83
CUST100897,2025-07-24,32,Male,Mumbai,Basic,499,Home,Email,0.6,1.25,37.0,3,0,,2025-11-15,1422.67
CUST100898,2022-11-30,32,Female,Other,Basic,499,Gadgets,Instagram,0.96,1.46,41.8,36,0,,2025-11-15,18162.21
CUST100899,2023-02-17,56,Male,Bengaluru,Standard,799,Home,Facebook Ads,3.03,0.64,21.4,33,0,,2025-11-15,26546.07
CUST100900,2023-07-01,30,Female,Kolkata,Premium,1199,Home,Email,2.27,1.33,40.9,28,0,,2025-11-15,31567.63
CUST100901,2022-12-15,34,Male,Bengaluru,Standard,799,Home,Organic,0.64,0.0,0.0,35,0,,2025-11-15,27222.18
CUST100902,2023-06-02,49,Female,Mumbai,Basic,499,Books,Affiliate,0.0,0.11,0.5,29,1,2024-07-08,2024-07-08,6858.71
CUST100903,2024-08-15,26,Male,Pune,Standard,799,Gadgets,Referral,1.48,1.68,49.3,15,0,,2025-11-15,11513.04
CUST100904,2024-02-20,57,Female,Bengaluru,Standard,799,Gadgets,Referral,3.35,0.77,19.1,21,0,,2025-11-15,17243.03
CUST100905,2025-07-20,37,Male,Chennai,Standard,799,Books,Facebook Ads,2.99,0.0,5.2,3,0,,2025-11-15,2407.16
CUST100906,2025-04-29,43,Male,Hyderabad,Standard,799,Fitness,Affiliate,2.1,0.48,15.4,6,1,2025-06-15,2025-06-15,843.76
CUST100907,2023-11-25,44,Female,Delhi,Premium,1199,Books,Instagram,3.36,0.35,10.9,24,1,2025-09-07,2025-09-07,25155.31
CUST100908,2023-08-27,38,Male,Delhi,Premium,1199,Beauty,Email,4.87,0.8,21.4,27,1,2024-10-31,2024-10-31,15953.96
CUST100909,2024-01-05,35,Female,Chennai,Standard,799,Snacks,Affiliate,3.71,0.68,16.8,22,0,,2025-11-15,17698.52
CUST100910,2024-08-23,30,Other,Mumbai,Basic,499,Snacks,Email,2.78,1.01,41.6,14,0,,2025-11-15,7074.75
CUST100911,2023-09-05,33,Male,Chennai,Standard,799,Home,Email,4.67,0.86,25.4,26,0,,2025-11-15,20433.99
CUST100912,2024-09-29,26,Male,Pune,Standard,799,Gadgets,Instagram,1.27,1.72,55.3,13,0,,2025-11-15,10590.29
CUST100913,2024-02-07,29,Female,Mumbai,Basic,499,Gadgets,Instagram,2.6,1.15,37.0,21,0,,2025-11-15,10628.99
CUST100914,2024-07-12,61,Other,Mumbai,Premium,1199,Home,Instagram,2.64,1.17,22.9,16,0,,2025-11-15,19125.77
CUST100915,2024-03-07,55,Female,Chennai,Basic,499,Beauty,Facebook Ads,0.77,1.6,57.4,20,0,,2025-11-15,9940.43
CUST100916,2023-10-04,36,Female,Delhi,Standard,799,Snacks,Referral,2.24,0.67,24.8,25,0,,2025-11-15,20288.74
CUST100917,2025-09-19,24,Female,Delhi,Premium,1199,Books,Organic,0.0,0.14,0.4,1,0,,2025-11-15,1227.36
CUST100918,2025-03-01,52,Male,Mumbai,Basic,499,Fitness,Instagram,6.44,1.62,52.4,8,0,,2025-11-15,3999.53
CUST100919,2023-04-18,65,Other,Delhi,Standard,799,Beauty,Referral,1.31,0.98,24.5,31,0,,2025-11-15,25601.38
CUST100920,2025-06-23,35,Other,Mumbai,Basic,499,Gadgets,Instagram,5.86,0.98,42.2,4,1,2025-08-27,2025-08-27,1094.46
CUST100921,2024-05-02,33,Male,Delhi,Basic,499,Home,Organic,3.07,0.52,12.9,18,0,,2025-11-15,9243.89
CUST100922,2025-07-22,56,Male,Kolkata,Basic,499,Snacks,Affiliate,4.02,0.53,15.7,3,1,2025-09-18,2025-09-18,492.84
CUST100923,2025-04-09,21,Male,Bengaluru,Basic,499,Home,Instagram,2.12,1.41,39.9,7,1,2025-10-04,2025-10-04,2515.48
CUST100924,2024-02-24,42,Male,Delhi,Basic,499,Gadgets,Referral,3.37,1.49,47.2,21,1,2024-04-13,2024-04-13,527.43
CUST100925,2022-12-10,49,Female,Other,Premium,1199,Home,Facebook Ads,4.17,1.37,50.5,35,0,,2025-11-15,41956.93
CUST100926,2023-09-06,57,Male,Chennai,Premium,1199,Books,Affiliate,4.2,1.38,52.7,26,1,2023-12-11,2023-12-11,3374.83
CUST100927,2024-07-01,30,Male,Pune,Basic,499,Snacks,Affiliate,4.39,1.24,37.9,16,0,,2025-11-15,7999.41
CUST100928,2024-10-09,62,Male,Delhi,Standard,799,Home,Affiliate,2.34,0.98,32.7,13,0,,2025-11-15,10143.75
CUST100929,2023-08-25,34,Other,Kolkata,Basic,499,Snacks,Organic,2.14,0.79,25.5,27,0,,2025-11-15,13709.86
CUST100930,2023-04-17,66,Female,Mumbai,Basic,499,Home,Referral,0.13,1.63,44.0,31,0,,2025-11-15,15454.76
CUST100931,2025-05-18,54,Male,Mumbai,Basic,499,Home,Email,3.94,0.68,34.8,6,0,,2025-11-15,2820.9
CUST100932,2025-10-28,23,Male,Bengaluru,Premium,1199,Snacks,Email,4.95,1.12,43.4,0,0,,2025-11-15,1248.7
CUST100933,2024-06-13,36,Other,Delhi,Premium,1199,Books,Email,5.91,0.42,17.0,17,0,,2025-11-15,20649.19
CUST100934,2023-05-22,30,Female,Pune,Basic,499,Home,Facebook Ads,3.55,0.5,25.2,30,1,2024-01-06,2024-01-06,3484.13
CUST100935,2023-09-10,43,Male,Delhi,Basic,499,Books,Instagram,1.62,0.76,29.8,26,0,,2025-11-15,12551.4
CUST100936,2022-12-06,31,Male,Chennai,Basic,499,Beauty,Instagram,0.0,0.42,12.9,35,0,,2025-11-15,17718.1
CUST100937,2025-08-13,48,Male,Chennai,Standard,799,Fitness,Instagram,4.88,1.38,45.9,3,0,,2025-11-15,2335.65
CUST100938,2023-03-24,21,Male,Hyderabad,Standard,799,Beauty,Facebook Ads,0.0,0.09,10.3,32,0,,2025-11-15,26777.21
CUST100939,2024-08-08,56,Female,Delhi,Basic,499,Fitness,Email,2.39,0.96,25.5,15,1,2024-10-04,2024-10-04,511.34
CUST100940,2023-09-12,25,Female,Hyderabad,Standard,799,Beauty,Affiliate,2.6,0.98,39.3,26,0,,2025-11-15,21517.2
CUST100941,2024-07-14,42,Female,Delhi,Basic,499,Fitness,Instagram,2.87,0.0,0.6,16,0,,2025-11-15,7706.44
CUST100942,2024-10-29,30,Female,Mumbai,Premium,1199,Home,Affiliate,3.06,0.64,28.5,12,0,,2025-11-15,14450.85
CUST100943,2025-05-12,49,Male,Other,Standard,799,Snacks,Affiliate,3.25,1.05,33.5,6,0,,2025-11-15,4685.24
CUST100944,2023-06-30,55,Female,Mumbai,Basic,499,Snacks,Facebook Ads,0.0,1.16,36.4,28,0,,2025-11-15,14026.98
CUST100945,2022-11-28,55,Female,Mumbai,Standard,799,Gadgets,Facebook Ads,3.03,0.78,25.0,36,0,,2025-11-15,29572.34
CUST100946,2023-04-14,45,Male,Pune,Standard,799,Fitness,Referral,0.0,1.31,36.5,31,0,,2025-11-15,23541.32
CUST100947,2025-07-28,47,Male,Bengaluru,Basic,499,Gadgets,Instagram,4.32,0.83,26.3,3,0,,2025-11-15,1546.9
CUST100948,2025-06-29,20,Female,Chennai,Basic,499,Books,Email,2.0,0.91,35.3,4,1,2025-07-31,2025-07-31,511.17
CUST100949,2024-08-31,45,Male,Bengaluru,Premium,1199,Books,Organic,0.0,1.05,20.0,14,0,,2025-11-15,16314.15
CUST100950,2024-09-03,20,Male,Delhi,Basic,499,Gadgets,Facebook Ads,1.53,1.46,38.4,14,0,,2025-11-15,6955.22
CUST100951,2024-11-13,62,Female,Bengaluru,Basic,499,Fitness,Affiliate,1.97,0.49,12.4,12,0,,2025-11-15,6074.03
CUST100952,2023-05-27,51,Other,Delhi,Standard,799,Snacks,Referral,5.14,0.61,15.9,30,0,,2025-11-15,23378.28
CUST100953,2025-08-13,33,Male,Delhi,Standard,799,Fitness,Organic,3.35,0.5,24.5,3,1,2025-10-01,2025-10-01,850.67
CUST100954,2024-02-17,39,Female,Chennai,Standard,799,Books,Facebook Ads,3.62,0.7,29.5,21,0,,2025-11-15,17047.15
CUST100955,2024-01-09,49,Male,Hyderabad,Premium,1199,Home,Referral,5.13,1.76,58.7,22,1,2024-07-23,2024-07-23,7015.96
CUST100956,2024-06-06,55,Female,Other,Standard,799,Gadgets,Affiliate,2.83,1.24,35.8,17,0,,2025-11-15,13255.0
CUST100957,2023-01-06,25,Female,Mumbai,Basic,499,Gadgets,Instagram,4.36,0.22,15.9,34,1,2025-11-04,2025-11-04,15439.08
CUST100958,2023-05-17,25,Female,Delhi,Standard,799,Books,Referral,4.23,0.54,10.8,30,0,,2025-11-15,22949.75
CUST100959,2025-02-01,23,Male,Hyderabad,Standard,799,Fitness,Facebook Ads,0.68,1.12,44.8,9,0,,2025-11-15,6892.12
CUST100960,2023-02-14,31,Female,Other,Basic,499,Gadgets,Instagram,5.65,0.36,10.7,33,0,,2025-11-15,16206.72
CUST100961,2024-09-06,49,Female,Mumbai,Basic,499,Snacks,Affiliate,0.44,0.46,12.9,14,0,,2025-11-15,7178.41
CUST100962,2023-08-11,52,Male,Hyderabad,Basic,499,Gadgets,Email,4.65,1.71,51.9,27,0,,2025-11-15,13300.86
CUST100963,2024-01-16,27,Male,Pune,Standard,799,Fitness,Referral,0.27,0.53,10.8,22,0,,2025-11-15,16799.39
CUST100964,2023-09-28,20,Male,Bengaluru,Premium,1199,Books,Organic,4.08,1.47,56.3,25,0,,2025-11-15,29897.11
CUST100965,2023-12-10,29,Male,Pune,Standard,799,Snacks,Affiliate,6.35,1.65,57.4,23,0,,2025-11-15,18397.98
CUST100966,2025-01-11,66,Female,Mumbai,Premium,1199,Snacks,Instagram,2.62,0.46,21.4,10,0,,2025-11-15,11455.83
CUST100967,2023-10-07,48,Male,Chennai,Basic,499,Gadgets,Affiliate,2.54,0.37,6.4,25,1,2024-05-05,2024-05-05,3280.31
CUST100968,2024-07-28,46,Male,Other,Premium,1199,Fitness,Instagram,4.1,0.73,25.4,15,0,,2025-11-15,17282.99
CUST100969,2024-04-20,22,Female,Chennai,Standard,799,Gadgets,Affiliate,2.41,0.25,11.5,19,1,2025-04-15,2025-04-15,10046.25
CUST100970,2024-11-11,69,Male,Delhi,Basic,499,Home,Email,6.27,0.97,34.3,12,0,,2025-11-15,5716.85
CUST100971,2025-09-06,42,Female,Mumbai,Premium,1199,Books,Referral,3.35,0.78,19.5,2,0,,2025-11-15,2399.67
CUST100972,2025-01-26,58,Male,Other,Basic,499,Home,Organic,2.42,1.12,40.3,9,0,,2025-11-15,4389.33
CUST100973,2023-07-09,48,Female,Delhi,Premium,1199,Snacks,Email,2.03,1.74,54.0,28,1,2023-09-24,2023-09-24,2333.88
CUST100974,2022-12-20,38,Female,Mumbai,Premium,1199,Gadgets,Referral,1.32,1.39,37.7,35,1,2024-10-18,2024-10-18,25127.5
CUST100975,2023-08-30,37,Female,Chennai,Standard,799,Home,Organic,1.87,1.19,27.7,26,1,2025-01-19,2025-01-19,13097.53
CUST100976,2024-08-28,56,Male,Delhi,Standard,799,Beauty,Affiliate,2.37,0.0,4.5,14,0,,2025-11-15,11771.59
CUST100977,2023-01-11,39,Female,Mumbai,Basic,499,Home,Organic,2.12,1.17,48.5,34,0,,2025-11-15,16929.3
CUST100978,2024-05-12,21,Male,Bengaluru,Standard,799,Gadgets,Facebook Ads,1.82,1.93,54.0,18,0,,2025-11-15,14196.18
CUST100979,2024-08-30,30,Male,Mumbai,Basic,499,Gadgets,Organic,6.78,0.0,4.9,14,0,,2025-11-15,7225.54
CUST100980,2023-11-16,62,Male,Hyderabad,Standard,799,Books,Referral,1.15,1.31,45.6,24,0,,2025-11-15,19163.17
